Hotel_Name,Property Description,Hotel Website,Country,Address,Hotel star rating,Ocean View,City View,Family Rooms,Smoking Rooms Available,Non-Smoking Rooms Available,Suites,Free Parking,Free Internet,Pool,Fitness Centre/Gym,Bar/Lounge,Play Area,Pets Allowed,Cab Services
Hotel Champs lys es Plaza,"A luxury hotel in Paris' 8th arrondissement, offering luxurious rooms, a spa, a restaurant, and a prestigious location near Champs-Élysées, luxury boutiques, and major attractions.",https://www.champselyseesplaza.com/,France,"35 Rue de Berri, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
Melia Paris Tour Eiffel,"A modern hotel in Paris' 16th arrondissement, offering comfortable rooms, a fitness center, and a convenient location near Eiffel Tower, Trocadéro, and major attractions.",https://www.melia.com/en/hotels/france/paris/melia-paris-tour-eiffel/index.html,France,"35 Rue Jean Goujon, Paris",4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Timhotel Op ra Grands Magasins,"A comfortable hotel in Paris' 9th arrondissement, featuring cozy rooms, a breakfast room, and a central location near Opéra Garnier, major department stores, and cultural venues.",https://www.timhotel.com/en/timhotel-opera-grands-magasins-2284,France,"35 Rue la Bruyère, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Dukes Hotel,"A luxurious boutique hotel in London's Mayfair, known for its elegant rooms, a renowned bar, and a prime location near Buckingham Palace, St James's Park, and exclusive shopping.",https://www.dukeshotel.com/,UK,"35 St James's Pl, London",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Radisson Blu Edwardian Berkshire,"A modern hotel in London's Oxford Street, featuring comfortable rooms, a restaurant, and a convenient location near shopping, theaters, and major attractions.",https://www.radissonhotels.com/en-us/hotels/radisson-blu-berkshire-london,UK,"350 Oxford St, London",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Pestana Chelsea Bridge Hotel Spa,"A contemporary hotel and spa in London's Chelsea, offering stylish rooms, wellness facilities, and a prime location near Battersea Park, Thames River, and fashionable Chelsea.",https://www.pestana.com/uk/hotel/pestana-chelsea-bridge,UK,"354 Queenstown Rd, London",4,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Arbor Hyde Park,"A boutique hotel near London's Hyde Park, featuring comfortable rooms, a breakfast room, and a central location near Kensington Gardens, museums, and upscale shopping.",https://www.arborhydeparkhotel.co.uk/,UK,"36-37 Lancaster Gate, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
Mercure Paris Porte De Versailles Expo,"A modern hotel in Paris' 15th arrondissement, offering comfortable rooms, a fitness center, and a convenient location near Porte de Versailles Exhibition Center, Paris Expo, and business districts.",https://all.accor.com/hotel/0391/index.en.shtml,France,"36-38 Rue du Moulin, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Great St Helen Hotel,"A boutique hotel in London's City district, featuring comfortable rooms, a breakfast room, and a central location near Tower of London, The Shard, and major business districts.",https://www.greatsthelenhotel.co.uk/,UK,"36 Great St Helen's, London",3,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No
Hotel Whistler,"A charming hotel in Paris' 15th arrondissement, offering comfortable rooms, a breakfast room, and a central location near Eiffel Tower, Champ de Mars, and cultural attractions.",https://www.hotelwhistlerparis.com/,UK,"36-38 Argyle Square, London",4,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No
Hotel Georgette,"A trendy boutique hotel in Paris' Marais district, known for its stylish rooms, a cocktail bar, and a central location near trendy boutiques, art galleries, and lively cafes.",https://www.hotelgeorgette.com/,France,"36 Rue du Grenier Saint-Lazare, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Westside Arc de Triomphe Hotel,"A contemporary hotel in Paris' 17th arrondissement, featuring comfortable rooms, a breakfast room, and a convenient location near Arc de Triomphe, Champs-Élysées, and business districts.",https://www.hotel-wats.com/,France,"36 Rue Pierre Demours, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No
Etoile Saint Ferdinand,"A modern hotel in Paris' 17th arrondissement, offering comfortable rooms, a breakfast room, and a convenient location near Arc de Triomphe, Champs-Élysées, and major attractions.",https://www.hotel-esf.com/,France,"36 Rue Saint-Ferdinand, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No
Hotel Saint Marc,"A boutique hotel in Paris' 2nd arrondissement, featuring stylish rooms, a breakfast room, and a prime location near Opéra Garnier, Louvre Museum, and shopping destinations.",https://www.hotelsaintmarc.com/,France,"36 Rue Saint-Marc, Paris",4,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
United Lodge Hotel and Apartments,"A budget-friendly hotel and apartments in London's Finsbury Park, offering comfortable rooms, self-catering facilities, and a convenient location near Finsbury Park, Emirates Stadium, and transportation links.",https://www.unitedlodgehotel.com/,UK,"42 The Dr, London",3,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Le Walt,"A boutique hotel in Paris' 7th arrondissement, known for its elegant rooms, a garden courtyard, and a prime location near Eiffel Tower, Invalides, and cultural attractions.",https://www.lewalthotel.com/,France,"37 Avenue de la Motte-Picquet, Paris",4,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Hotel Le Royal Monceau Raffles Paris,"A legendary luxury hotel in Paris' 8th arrondissement, offering luxurious rooms, a spa, Michelin-starred restaurants, and a prestigious location near Champs-Élysées, luxury boutiques, and major attractions.",https://www.leroyalmonceau.com/,France,"37 Avenue Hoche, Paris",5,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
Eccleston Square Hotel,"A luxury boutique hotel in London's Belgravia, known for its high-tech rooms, a wellness center, and a prime location near Buckingham Palace, Victoria Station, and exclusive shopping.",https://www.ecclestonsquarehotel.com/,UK,"37 Eccleston Square, London",5,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Nottingham Place Hotel,"A boutique hotel in London's Marylebone, featuring comfortable rooms, a lounge, and a central location near Regent's Park, Baker Street, and cultural attractions.",https://www.nottinghamplacehotel.com/,UK,"37 Nottingham Pl, London",4,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Hotel Claridge Paris,"A classic hotel in Paris' 8th arrondissement, offering elegant rooms, a restaurant, and a prime location near Champs-Élysées, luxury shopping, and major attractions.",https://www.claridge-paris-hotel.com/,France,"37 Rue François 1er, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Strand Palace Hotel,"A historic hotel in London's Covent Garden, featuring comfortable rooms, a restaurant, and a convenient location near West End theaters, Covent Garden Market, and major attractions.",https://www.strandpalacehotel.co.uk/,UK,"372 Strand, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel L Echiquier Op ra Paris MGallery by Sofitel,"A stylish hotel in Paris' 10th arrondissement, offering comfortable rooms, a bar, and a central location near Opéra Garnier, Grands Boulevards, and vibrant neighborhoods.",https://all.accor.com/hotel/8905/index.en.shtml,France,"38 Rue de l'Échiquier, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel De Castiglione,"A classic hotel in Paris' 8th arrondissement, featuring comfortable rooms, a breakfast room, and a prime location near Place de la Concorde, Champs-Élysées, and luxury shopping.",https://www.hotelcastiglione.com/,France,"38 Rue du Faubourg Saint-Honoré, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Hilton London Olympia,"A modern hotel in London's Kensington, offering comfortable rooms, a fitness center, and a convenient location near Olympia Exhibition Centre, Westfield London, and major attractions.",https://www.hilton.com/en/hotels/lonolhn-hilton-london-olympia/,UK,"380 Kensington High St, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Grange Buckingham Hotel,"A boutique hotel in London's Bloomsbury, featuring stylish rooms, a restaurant, and a central location near British Museum, Covent Garden, and theater district.",https://www.grangehotels.com/hotels-london/grange-buckingham/,UK,"39-40 Bedford Pl, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
The Cleveland,"A charming hotel in London's Bayswater, offering cozy rooms, a breakfast room, and a central location near Hyde Park, Kensington Gardens, and shopping districts.",https://www.cleveland-hotel.co.uk/,UK,"39-40 Cleveland Square, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Dorset Square Hotel,"A boutique hotel in London's Marylebone, known for its elegant rooms, a cozy bar, and a prime location near Regent's Park, Baker Street, and cultural attractions.",https://www.dorsettsquarehotel.co.uk/,UK,"39-40 Dorset Square, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Edouard 7 Paris Op ra,"A classic hotel in Paris' 9th arrondissement, featuring comfortable rooms, a bar, and a prime location near Opéra Garnier, department stores, and major attractions.",https://www.hoteledouard7-paris.com/,France,"39 Avenue de l'Opéra, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Renaissance Paris Arc de Triomphe Hotel,"A contemporary hotel in Paris' 17th arrondissement, offering stylish rooms, a fitness center, and a convenient location near Arc de Triomphe, Champs-Élysées, and business districts.",https://www.marriott.com/hotels/travel/parvd-renaissance-paris-vendome-hotel/,France,"39 Avenue de Wagram, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Rubens At The Palace,"A luxury hotel in London's Victoria, known for its elegant rooms, a fine-dining restaurant, and a prime location near Buckingham Palace, St James's Park, and major attractions.",https://www.rubenshotel.com/,UK,"39 Buckingham Palace Rd, London",4,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
every hotel Piccadilly,"A modern hotel in London's Piccadilly Circus, featuring comfortable rooms, a bar, and a central location near shopping, theaters, and major attractions.",https://www.every-hotels.com/piccadilly/,UK,"39 Coventry St, London",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Millennium Gloucester Hotel London,"A large hotel in London's Kensington, offering comfortable rooms, multiple restaurants, and a convenient location near Gloucester Road Underground Station, Natural History Museum, and Kensington Palace.",https://www.millenniumhotels.com/en/london/millennium-gloucester-hotel-london-kensington/,UK,"4-18 Harrington Gardens, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Novotel Suites Paris Expo Porte de Versailles,"A contemporary hotel in Paris' 14th arrondissement, featuring spacious suites, a fitness center, and a convenient location near Porte de Versailles Exhibition Center, Paris Expo, and business districts.",https://all.accor.com/hotel/1146/index.en.shtml,France,"4 Boulevard Brune, Paris",4,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
K K Hotel Cayr Saint Germain des Pr s,"A boutique hotel in Paris' Saint-Germain-des-Prés, offering stylish rooms, a fitness center, and a prime location near Luxembourg Gardens, Louvre Museum, and cultural landmarks.",https://www.kkhotels.com/en/paris-hotel/kk-hotel-cayre/,France,"4 Boulevard Raspail, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Fielding Hotel,"A cozy hotel in London's Covent Garden, featuring comfortable rooms, a bar, and a central location near West End theaters, Covent Garden Market, and major attractions.",https://www.fieldinghotel.co.uk/,UK,"4 Broad Ct, Bow St, London",3,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
DoubleTree by Hilton Hotel London Marble Arch,"A modern hotel in London's Marble Arch, offering comfortable rooms, a restaurant, and a convenient location near Oxford Street, Hyde Park, and major shopping districts.",https://www.hilton.com/en/hotels/lonmadi-doubletree-london-marble-arch/,UK,"4 Bryanston St, London",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Holiday Inn London West,"A contemporary hotel in London's Acton, featuring comfortable rooms, a restaurant, and a convenient location near Westfield London, Wembley Stadium, and transportation links.",https://www.ihg.com/holidayinn/hotels/gb/en/london/lonha/hoteldetail,UK,"4 Portal Way, Gypsy Corner, London",4,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
The Soho Hotel,"A luxury boutique hotel in London's Soho, known for its stylish rooms, a trendy bar, and a prime location near theaters, shopping, and vibrant nightlife.",https://www.firmdalehotels.com/hotels/london/the-soho-hotel/,UK,"4 Richmond Mews, London",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Le Grand Hotel de Normandie,"A classic hotel in Paris' 9th arrondissement, offering elegant rooms, a breakfast room, and a prime location near Opéra Garnier, major department stores, and cultural attractions.",https://www.grand-hotel-de-normandie.com/,France,"4 Rue d'Amsterdam, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,"A boutique hotel in Paris' 9th arrondissement, featuring comfortable rooms, a spa, and a central location near Opéra Garnier, major department stores, and cultural venues.",https://www.monsieurcadet.com/,France,"4 Rue Cadet, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel de La Tamise Esprit de France,"A boutique hotel in Paris' 1st arrondissement, known for its elegant rooms, a cocktail bar, and a prime location near Louvre Museum, Palais Royal, and shopping destinations.",https://www.hoteldelatamise.com/,France,"4 Rue d'Alger, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Buddha Bar Hotel Paris,"A luxurious hotel in Paris' 8th arrondissement, offering stylish rooms, a restaurant, a spa, and a prestigious location near Champs-Élysées, luxury boutiques, and major attractions.",https://www.buddhabarhotelparis.com/,France,"4 Rue d'Anjou, Paris",5,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Le A,"A boutique hotel in Paris' 8th arrondissement, featuring modern rooms, a bar, and a central location near Champs-Élysées, luxury shopping, and cultural landmarks.",https://www.hotellea.com/,France,"4 Rue d'Artois, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Holiday Inn Paris Notre Dame,"A contemporary hotel in Paris' 5th arrondissement, offering comfortable rooms, a restaurant, and a convenient location near Notre-Dame Cathedral, Latin Quarter, and major attractions.",https://www.ihg.com/holidayinn/hotels/gb/en/paris/parnd/hoteldetail,France,"4 Rue Danton, Paris",4,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No
Mercure Paris Opera Garnier,"A modern hotel in Paris' 9th arrondissement, featuring comfortable rooms, a bar, and a central location near Opéra Garnier, major department stores, and cultural venues.",https://all.accor.com/hotel/0372/index.en.shtml,France,"4 Rue de l'Isly, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Maison Albar Hotel Paris Op ra Diamond,"A luxury hotel in Paris' 9th arrondissement, known for its elegant rooms, a spa, a rooftop terrace, and a prime location near Opéra Garnier, major department stores, and cultural attractions.",https://www.maison-albar-hotels-le-diamond.com/,France,"4 Rue de la Michodière, Paris",5,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Grand Hotel Du Palais Royal,"A luxury hotel in Paris' 1st arrondissement, offering luxurious rooms, a restaurant, a spa, and a prestigious location near Palais Royal, Louvre Museum, and shopping destinations.",https://www.grandhoteldupalaisroyal.com/,France,"4 Rue de Valois, Paris",5,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Best Western Aulivia Op ra,"A modern hotel in Paris' 10th arrondissement, featuring comfortable rooms, a breakfast room, and a central location near Gare de l'Est, Canal Saint-Martin, and major attractions.",https://www.auliviaopera.com/,France,"4 Rue des Petites Écuries, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Renaissance Paris Vendome Hotel,"A luxury hotel in Paris' 1st arrondissement, offering elegant rooms, a restaurant, and a prestigious location near Place Vendôme, Louvre Museum, and luxury shopping.",https://www.marriott.com/hotels/travel/parvd-renaissance-paris-vendome-hotel/,France,"4 Rue du Mont Thabor, Paris",5,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Hotel Park Lane Paris,"A boutique hotel in Paris' 16th arrondissement, known for its stylish rooms, a breakfast room, and a prime location near Trocadéro, Eiffel Tower, and cultural attractions.",https://www.hotelparklaneparis.com/,France,"4 Rue La Boétie, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Little Palace Hotel,"A modern hotel in Paris' 4th arrondissement, featuring comfortable rooms, a breakfast room, and a central location near Notre-Dame Cathedral, Marais district, and major attractions.",https://www.littlepalacehotel-paris.com/,France,"4 Rue Salneuve, Paris",4,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Napoleon Paris,"A classic hotel in Paris' 8th arrondissement, offering elegant rooms, a breakfast room, and a prime location near Champs-Élysées, luxury shopping, and major attractions.",https://www.napoleonparis.com/,France,"4 Rue de la Michodière, Paris",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Andaz London Liverpool Street,"A contemporary hotel in London's Liverpool Street, featuring stylish rooms, multiple restaurants, and a convenient location near financial district, Spitalfields Market, and transportation links.",https://www.hyatt.com/en-US/hotel/england-united-kingdom/andaz-london-liverpool-street/lonan,UK,"40 Liverpool St, London",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
